id,name,set,rarity,image_url
base2-24,Pidgeot,Jungle,Rare,151_images/Jungle/Pidgeot_base2-24.jpg
base2-25,Pinsir,Jungle,Rare,151_images/Jungle/Pinsir_base2-25.jpg
base2-26,Scyther,Jungle,Rare,151_images/Jungle/Scyther_base2-26.jpg
base2-27,Snorlax,Jungle,Rare,151_images/Jungle/Snorlax_base2-27.jpg
base2-28,Vaporeon,Jungle,Rare,151_images/Jungle/Vaporeon_base2-28.jpg
base2-29,Venomoth,Jungle,Rare,151_images/Jungle/Venomoth_base2-29.jpg
base2-30,Victreebel,Jungle,Rare,151_images/Jungle/Victreebel_base2-30.jpg
base2-31,Vileplume,Jungle,Rare,151_images/Jungle/Vileplume_base2-31.jpg
base2-32,Wigglytuff,Jungle,Rare,151_images/Jungle/Wigglytuff_base2-32.jpg
base2-33,Butterfree,Jungle,Uncommon,151_images/Jungle/Butterfree_base2-33.jpg
base2-34,Dodrio,Jungle,Uncommon,151_images/Jungle/Dodrio_base2-34.jpg
base2-35,Exeggutor,Jungle,Uncommon,151_images/Jungle/Exeggutor_base2-35.jpg
base2-36,Fearow,Jungle,Uncommon,151_images/Jungle/Fearow_base2-36.jpg
base2-37,Gloom,Jungle,Uncommon,151_images/Jungle/Gloom_base2-37.jpg
base2-38,Lickitung,Jungle,Uncommon,151_images/Jungle/Lickitung_base2-38.jpg
base2-39,Marowak,Jungle,Uncommon,151_images/Jungle/Marowak_base2-39.jpg
base2-40,Nidorina,Jungle,Uncommon,151_images/Jungle/Nidorina_base2-40.jpg
base2-41,Parasect,Jungle,Uncommon,151_images/Jungle/Parasect_base2-41.jpg
base2-42,Persian,Jungle,Uncommon,151_images/Jungle/Persian_base2-42.jpg
base2-43,Primeape,Jungle,Uncommon,151_images/Jungle/Primeape_base2-43.jpg
base2-44,Rapidash,Jungle,Uncommon,151_images/Jungle/Rapidash_base2-44.jpg
base2-45,Rhydon,Jungle,Uncommon,151_images/Jungle/Rhydon_base2-45.jpg
base2-46,Seaking,Jungle,Uncommon,151_images/Jungle/Seaking_base2-46.jpg
base2-47,Tauros,Jungle,Uncommon,151_images/Jungle/Tauros_base2-47.jpg
base2-48,Weepinbell,Jungle,Uncommon,151_images/Jungle/Weepinbell_base2-48.jpg
base2-49,Bellsprout,Jungle,Common,151_images/Jungle/Bellsprout_base2-49.jpg
base2-50,Cubone,Jungle,Common,151_images/Jungle/Cubone_base2-50.jpg
base2-51,Eevee,Jungle,Common,151_images/Jungle/Eevee_base2-51.jpg
base2-52,Exeggcute,Jungle,Common,151_images/Jungle/Exeggcute_base2-52.jpg
base2-53,Goldeen,Jungle,Common,151_images/Jungle/Goldeen_base2-53.jpg
base2-54,Jigglypuff,Jungle,Common,151_images/Jungle/Jigglypuff_base2-54.jpg
base2-55,Mankey,Jungle,Common,151_images/Jungle/Mankey_base2-55.jpg
base2-56,Meowth,Jungle,Common,151_images/Jungle/Meowth_base2-56.jpg
base2-57,Nidoran ♀,Jungle,Common,151_images/Jungle/Nidoran ♀_base2-57.jpg
base2-58,Oddish,Jungle,Common,151_images/Jungle/Oddish_base2-58.jpg
base2-59,Paras,Jungle,Common,151_images/Jungle/Paras_base2-59.jpg
base2-60,Pikachu,Jungle,Common,151_images/Jungle/Pikachu_base2-60.jpg
base2-61,Rhyhorn,Jungle,Common,151_images/Jungle/Rhyhorn_base2-61.jpg
base2-62,Spearow,Jungle,Common,151_images/Jungle/Spearow_base2-62.jpg
base2-63,Venonat,Jungle,Common,151_images/Jungle/Venonat_base2-63.jpg
base2-64,Poké Ball,Jungle,Common,151_images/Jungle/Poké Ball_base2-64.jpg
